"Previous Test ID","Source File","Application","Role","Module","Feature","Scenario","Precondition","Steps","Expected","Previous Result","Previous Defect","Previous Blocker","Previous Evidence"
"QA-0368","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","FINANCE_ADMIN","Profile","Profile","No authenticated session; deployed role behavior not inferred from enum/seed files","Profile","Behavior described by historical assertion","BLOCKED","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0369","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","FINANCE_ADMIN","Session restore","Session restore","No authenticated session; deployed role behavior not inferred from enum/seed files","Session restore","Behavior described by historical assertion","BLOCKED","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0370","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","FINANCE_ADMIN","Logout","Logout","No authenticated session; deployed role behavior not inferred from enum/seed files","Logout","Behavior described by historical assertion","BLOCKED","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0371","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","FINANCE_ADMIN","Post-logout protection","Post-logout protection","No authenticated session; deployed role behavior not inferred from enum/seed files","Post-logout protection","Behavior described by historical assertion","BLOCKED","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0372","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","SUPPORT_ADMIN","Login","Login","No authenticated session; deployed role behavior not inferred from enum/seed files","Login","Behavior described by historical assertion","BLOCKED","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0373","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","SUPPORT_ADMIN","Landing page","Landing page","No authenticated session; deployed role behavior not inferred from enum/seed files","Landing page","Behavior described by historical assertion","BLOCKED","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0374","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","SUPPORT_ADMIN","Allowed navigation","Allowed navigation","No authenticated session; deployed role behavior not inferred from enum/seed files","Allowed navigation","Behavior described by historical assertion","BLOCKED","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0375","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","SUPPORT_ADMIN","Forbidden navigation","Forbidden navigation","No authenticated session; deployed role behavior not inferred from enum/seed files","Forbidden navigation","Behavior described by historical assertion","BLOCKED","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0376","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","SUPPORT_ADMIN","Allowed API","Allowed API","No authenticated session; deployed role behavior not inferred from enum/seed files","Allowed API","Behavior described by historical assertion","BLOCKED","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0377","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","SUPPORT_ADMIN","Forbidden API","Forbidden API","No authenticated session; deployed role behavior not inferred from enum/seed files","Forbidden API","Behavior described by historical assertion","BLOCKED","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0378","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","SUPPORT_ADMIN","Profile","Profile","No authenticated session; deployed role behavior not inferred from enum/seed files","Profile","Behavior described by historical assertion","BLOCKED","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0379","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","SUPPORT_ADMIN","Session restore","Session restore","No authenticated session; deployed role behavior not inferred from enum/seed files","Session restore","Behavior described by historical assertion","BLOCKED","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0380","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","SUPPORT_ADMIN","Logout","Logout","No authenticated session; deployed role behavior not inferred from enum/seed files","Logout","Behavior described by historical assertion","BLOCKED","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0381","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","SUPPORT_ADMIN","Post-logout protection","Post-logout protection","No authenticated session; deployed role behavior not inferred from enum/seed files","Post-logout protection","Behavior described by historical assertion","BLOCKED","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0382","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","MARKETING_ADMIN","Login","Login","No authenticated session; deployed role behavior not inferred from enum/seed files","Login","Behavior described by historical assertion","BLOCKED","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0383","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","MARKETING_ADMIN","Landing page","Landing page","No authenticated session; deployed role behavior not inferred from enum/seed files","Landing page","Behavior described by historical assertion","BLOCKED","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0384","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","MARKETING_ADMIN","Allowed navigation","Allowed navigation","No authenticated session; deployed role behavior not inferred from enum/seed files","Allowed navigation","Behavior described by historical assertion","BLOCKED","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0385","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","MARKETING_ADMIN","Forbidden navigation","Forbidden navigation","No authenticated session; deployed role behavior not inferred from enum/seed files","Forbidden navigation","Behavior described by historical assertion","BLOCKED","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0386","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","MARKETING_ADMIN","Allowed API","Allowed API","No authenticated session; deployed role behavior not inferred from enum/seed files","Allowed API","Behavior described by historical assertion","BLOCKED","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0387","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","MARKETING_ADMIN","Forbidden API","Forbidden API","No authenticated session; deployed role behavior not inferred from enum/seed files","Forbidden API","Behavior described by historical assertion","BLOCKED","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0388","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","MARKETING_ADMIN","Profile","Profile","No authenticated session; deployed role behavior not inferred from enum/seed files","Profile","Behavior described by historical assertion","BLOCKED","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0389","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","MARKETING_ADMIN","Session restore","Session restore","No authenticated session; deployed role behavior not inferred from enum/seed files","Session restore","Behavior described by historical assertion","BLOCKED","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0390","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","MARKETING_ADMIN","Logout","Logout","No authenticated session; deployed role behavior not inferred from enum/seed files","Logout","Behavior described by historical assertion","BLOCKED","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0391","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","MARKETING_ADMIN","Post-logout protection","Post-logout protection","No authenticated session; deployed role behavior not inferred from enum/seed files","Post-logout protection","Behavior described by historical assertion","BLOCKED","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0392","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Customer request","Customer request","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Customer request","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0393","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Plumber assignment","Plumber assignment","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Plumber assignment","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0394","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Accept","Accept","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Accept","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0395","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Arrival","Arrival","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Arrival","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0396","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Diagnosis","Diagnosis","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Diagnosis","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0397","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Material request","Material request","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Material request","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0398","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Store approval","Store approval","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Store approval","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0399","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Preparation","Preparation","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Preparation","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0400","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Ready for pickup","Ready for pickup","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Ready for pickup","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0401","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Plumber records collection","Plumber records collection","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Plumber records collection","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0402","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Store confirms collection","Store confirms collection","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Store confirms collection","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0403","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Resume work","Resume work","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Resume work","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0404","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Complete job","Complete job","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Complete job","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0405","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Customer completion","Customer completion","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Customer completion","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0406","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Customer confirmation","Customer confirmation","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Customer confirmation","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0407","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Rating","Rating","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Rating","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0408","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Cross-app persisted result","Cross-app persisted result","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Cross-app persisted result","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0409","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Full service lifecycle","Transition actor/endpoint/old/new state evidence","Transition actor/endpoint/old/new state evidence","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Transition actor/endpoint/old/new state evidence","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0410","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Persistence","Inventory refresh/relogin","Inventory refresh/relogin","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Inventory refresh/relogin","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0411","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Persistence","Order refresh/relogin","Order refresh/relogin","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Order refresh/relogin","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0412","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Persistence","Material status across apps","Material status across apps","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Material status across apps","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0413","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Persistence","Profile refresh/relogin","Profile refresh/relogin","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Profile refresh/relogin","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0414","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Persistence","Address refresh/relogin","Address refresh/relogin","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Address refresh/relogin","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0415","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Persistence","Rating refresh/relogin","Rating refresh/relogin","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Rating refresh/relogin","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0416","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Duplicates/business rules","Double service submit","Double service submit","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Double service submit","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0417","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Duplicates/business rules","Duplicate accept","Duplicate accept","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Duplicate accept","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0418","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Duplicates/business rules","Duplicate complete","Duplicate complete","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Duplicate complete","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0419","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Duplicates/business rules","Duplicate material request","Duplicate material request","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Duplicate material request","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0420","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Duplicates/business rules","Duplicate stock update","Duplicate stock update","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Duplicate stock update","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0421","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Duplicates/business rules","Stock never negative","Stock never negative","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Stock never negative","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0422","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Duplicates/business rules","Reserved stock bounds","Reserved stock bounds","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Reserved stock bounds","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0423","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Duplicates/business rules","Illegal completion rejection","Illegal completion rejection","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Illegal completion rejection","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0424","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Duplicates/business rules","Wrong collection order rejection","Wrong collection order rejection","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Wrong collection order rejection","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0425","reports/full-e2e-qa/coverage-cases.csv","Integration","cross-role","Duplicates/business rules","No courier dependency","No courier dependency","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","No courier dependency","Behavior described by historical assertion","BLOCKED","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0426","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Health","/version","/version","See source evidence","/version","Behavior described by historical assertion","PASS","","","2026-09-13T15-49-28-895Z/baseline.json"
"QA-0427","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Health","/health/live","/health/live","See source evidence","/health/live","Behavior described by historical assertion","PASS","","","2026-09-13T15-49-28-895Z/baseline.json"
"QA-0428","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Health","/health/ready","/health/ready","See source evidence","/health/ready","Behavior described by historical assertion","PASS","","","2026-09-13T15-49-28-895Z/baseline.json"
"QA-0429","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/admin/metrics","/api/v1/admin/metrics","See source evidence","/api/v1/admin/metrics","Behavior described by historical assertion","PASS","","","2026-09-13T16-07-04-118Z/checks.json"
"QA-0430","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/admin/rbac/roles","/api/v1/admin/rbac/roles","See source evidence","/api/v1/admin/rbac/roles","Behavior described by historical assertion","PASS","","","2026-09-13T16-07-04-118Z/checks.json"
"QA-0431","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/admin/finance/dashboard","/api/v1/admin/finance/dashboard","See source evidence","/api/v1/admin/finance/dashboard","Behavior described by historical assertion","PASS","","","2026-09-13T16-07-04-118Z/checks.json"
"QA-0432","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/admin/operations/dashboard","/api/v1/admin/operations/dashboard","See source evidence","/api/v1/admin/operations/dashboard","Behavior described by historical assertion","PASS","","","2026-09-13T16-07-04-118Z/checks.json"
"QA-0433","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/admin/plumber-manager/dashboard","/api/v1/admin/plumber-manager/dashboard","See source evidence","/api/v1/admin/plumber-manager/dashboard","Behavior described by historical assertion","PASS","","","2026-09-13T16-07-04-118Z/checks.json"
"QA-0434","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/admin/marketing/dashboard","/api/v1/admin/marketing/dashboard","See source evidence","/api/v1/admin/marketing/dashboard","Behavior described by historical assertion","PASS","","","2026-09-13T16-07-04-118Z/checks.json"
"QA-0435","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/plumber/dashboard","/api/v1/plumber/dashboard","See source evidence","/api/v1/plumber/dashboard","Behavior described by historical assertion","PASS","","","2026-09-13T16-07-04-118Z/checks.json"
"QA-0436","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/plumber/earnings","/api/v1/plumber/earnings","See source evidence","/api/v1/plumber/earnings","Behavior described by historical assertion","PASS","","","2026-09-13T16-07-04-118Z/checks.json"
"QA-0437","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/plumber/profile","/api/v1/plumber/profile","See source evidence","/api/v1/plumber/profile","Behavior described by historical assertion","PASS","","","2026-09-13T16-07-04-118Z/checks.json"
"QA-0438","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/plumber/material-requests","/api/v1/plumber/material-requests","See source evidence","/api/v1/plumber/material-requests","Behavior described by historical assertion","PASS","","","2026-09-13T16-07-04-118Z/checks.json"
"QA-0439","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/store/material-requests","/api/v1/store/material-requests","See source evidence","/api/v1/store/material-requests","Behavior described by historical assertion","PASS","","","2026-09-13T16-07-04-118Z/checks.json"
"QA-0440","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/checkout/orders","/api/v1/checkout/orders","See source evidence","/api/v1/checkout/orders","Behavior described by historical assertion","PASS","","","2026-09-13T16-07-04-118Z/checks.json"
"QA-0441","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/checkout/material-requests/customer","/api/v1/checkout/material-requests/customer","See source evidence","/api/v1/checkout/material-requests/customer","Behavior described by historical assertion","PASS","","","2026-09-13T16-07-04-118Z/checks.json"
"QA-0442","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","Anonymous authorization","/api/v1/notifications","/api/v1/notifications","See source evidence","/api/v1/notifications","Behavior described by historical assertion","PASS","","","2026-09-13T16-07-04-118Z/checks.json"
"QA-0443","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Runtime product IDs","Runtime product IDs","See source evidence","Runtime product IDs","Behavior described by historical assertion","PASS","","","2026-09-13T16-07-04-118Z/checks.json"
"QA-0444","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Catalog","Product detail matches list 1","Product detail matches list 1","See source evidence","Product detail matches list 1","Behavior described by historical assertion","PASS","","","2026-09-13T16-07-04-118Z/checks.json"
"QA-0445","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Catalog","Product detail matches list 2","Product detail matches list 2","See source evidence","Product detail matches list 2","Behavior described by historical assertion","PASS","","","2026-09-13T16-07-04-118Z/checks.json"
"QA-0446","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Catalog","Product detail matches list 3","Product detail matches list 3","See source evidence","Product detail matches list 3","Behavior described by historical assertion","PASS","","","2026-09-13T16-07-04-118Z/checks.json"
"QA-0447","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Catalog","Product detail matches list 4","Product detail matches list 4","See source evidence","Product detail matches list 4","Behavior described by historical assertion","PASS","","","2026-09-13T16-07-04-118Z/checks.json"
"QA-0448","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Search """"","Search """"","See source evidence","Search """"","Behavior described by historical assertion","PASS","","","2026-09-13T16-07-04-118Z/checks.json"
"QA-0449","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Search ""pipe""","Search ""pipe""","See source evidence","Search ""pipe""","Behavior described by historical assertion","PASS","","","2026-09-13T16-07-04-118Z/checks.json"
"QA-0450","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Search ""PIPE""","Search ""PIPE""","See source evidence","Search ""PIPE""","Behavior described by historical assertion","PASS","","","2026-09-13T16-07-04-118Z/checks.json"
"QA-0451","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Search ""pIpE""","Search ""pIpE""","See source evidence","Search ""pIpE""","Behavior described by historical assertion","PASS","","","2026-09-13T16-07-04-118Z/checks.json"
"QA-0452","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Search ""Pipe Wrench""","Search ""Pipe Wrench""","See source evidence","Search ""Pipe Wrench""","Behavior described by historical assertion","PASS","","","2026-09-13T16-07-04-118Z/checks.json"
"QA-0453","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Search ""NoMatchingQaProduct""","Search ""NoMatchingQaProduct""","See source evidence","Search ""NoMatchingQaProduct""","Behavior described by historical assertion","PASS","","","2026-09-13T16-07-04-118Z/checks.json"
"QA-0454","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Search "" Pipe ""","Search "" Pipe ""","See source evidence","Search "" Pipe ""","Behavior described by historical assertion","PASS","","","2026-09-13T16-07-04-118Z/checks.json"
"QA-0455","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Public configuration","Public configuration","See source evidence","Public configuration","Behavior described by historical assertion","PASS","","","2026-09-13T16-07-04-118Z/checks.json"
"QA-0456","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Warm version repeat","Warm version repeat","See source evidence","Warm version repeat","Behavior described by historical assertion","PASS","","","2026-09-13T16-07-04-118Z/checks.json"
"QA-0457","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Warm readiness repeat","Warm readiness repeat","See source evidence","Warm readiness repeat","Behavior described by historical assertion","PASS","","","2026-09-13T16-07-04-118Z/checks.json"
"QA-0458","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","CORS","CORS https://fixkart-customer-web.vercel.app","CORS https://fixkart-customer-web.vercel.app","See source evidence","CORS https://fixkart-customer-web.vercel.app","Behavior described by historical assertion","FAIL","","","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0459","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","CORS","CORS https://fixkart-plumber-web.vercel.app","CORS https://fixkart-plumber-web.vercel.app","See source evidence","CORS https://fixkart-plumber-web.vercel.app","Behavior described by historical assertion","FAIL","","","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0460","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","CORS","CORS https://fixkart-store-web.vercel.app","CORS https://fixkart-store-web.vercel.app","See source evidence","CORS https://fixkart-store-web.vercel.app","Behavior described by historical assertion","FAIL","","","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0461","reports/full-e2e-qa/coverage-cases.csv","Security","cross-role","CORS","CORS https://admin-portal-ten-weld.vercel.app","CORS https://admin-portal-ten-weld.vercel.app","See source evidence","CORS https://admin-portal-ten-weld.vercel.app","Behavior described by historical assertion","FAIL","","","2026-09-13T15-57-52-705Z/api-results.json"
