"TestID","PreviousSource","Application","Role","Module","Feature","Scenario","PreviousResult","CurrentResult","Delta","ExecutionEnvironment","PreviousDefect","CurrentDefect","PreviousBlocker","CurrentBlocker","Evidence","Notes","PreviousEvidence"
"QA-0264","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Inventory","Zero stock","Zero stock","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0266","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Inventory","Invalid number","Invalid number","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0267","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Inventory","Very large number","Very large number","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0268","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Inventory","Decimal rejection","Decimal rejection","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0269","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Inventory","Persistence","Persistence","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","Inventory mutation requires a dedicated valid update and read-back; list rendering alone is insufficient.","","Inventory mutation requires a dedicated valid update and read-back; list rendering alone is insufficient.",""
"QA-0273","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Materials","Reject","Reject","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0274","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Materials","Partial approval","Partial approval","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0277","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Materials","Collection confirmation","Collection confirmation","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0278","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Materials","Duplicate operations","Duplicate operations","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0279","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Materials","Invalid transitions","Invalid transitions","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0281","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Product orders","Confirmed","Confirmed","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0282","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Product orders","Packing","Packing","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0283","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Product orders","Ready for pickup","Ready for pickup","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0284","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Product orders","Collection/completion","Collection/completion","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0285","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Product orders","Duplicate pack","Duplicate pack","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0286","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Product orders","Duplicate accept","Duplicate accept","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0287","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Product orders","Proper 4xx invalid operation","Proper 4xx invalid operation","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0288","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Profile/business","Store details","Store details","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0289","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Profile/business","Manager details","Manager details","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0290","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Profile/business","Settings","Settings","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0291","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Profile/business","History","History","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0292","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Profile/business","Notifications","Notifications","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0293","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Profile/business","Sales analytics","Sales analytics","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0294","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Profile/business","Weekly summary","Weekly summary","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0295","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Profile/business","Wallet","Wallet","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0296","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Profile/business","Reviews and ratings","Reviews and ratings","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0297","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Profile/business","Offers/promotions","Offers/promotions","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0298","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Profile/business","Low-stock screen","Low-stock screen","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0299","reports/full-e2e-qa/coverage-cases.csv","Store","STORE_MANAGER","Profile/business","Add product","Add product","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0300","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","Public authentication","Empty required fields trigger native validity","Empty required fields trigger native validity","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Native validation states and no authenticated admin data observed","2026-09-13T16-08-20-388Z/results.json; 2026-09-13T16-00-43-794Z/admin-actions.json"
"QA-0301","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","Public authentication","Malformed email native validity","Malformed email native validity","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Native validation states and no authenticated admin data observed","2026-09-13T16-08-20-388Z/results.json; 2026-09-13T16-00-43-794Z/admin-actions.json"
"QA-0302","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","Public authentication","Dashboard deep link remains at unauthenticated login","Dashboard deep link remains at unauthenticated login","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Native validation states and no authenticated admin data observed","2026-09-13T16-08-20-388Z/results.json; 2026-09-13T16-00-43-794Z/admin-actions.json"
"QA-0309","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","Modules","Stores","Stores","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0310","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","Modules","Inventory","Inventory","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0322","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","ADMIN","Login","Login","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0323","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","ADMIN","Landing page","Landing page","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0324","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","ADMIN","Allowed navigation","Allowed navigation","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0325","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","ADMIN","Forbidden navigation","Forbidden navigation","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0326","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","ADMIN","Allowed API","Allowed API","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0327","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","ADMIN","Forbidden API","Forbidden API","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0328","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","ADMIN","Profile","Profile","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0329","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","ADMIN","Session restore","Session restore","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0330","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","ADMIN","Logout","Logout","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0331","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","ADMIN","Post-logout protection","Post-logout protection","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0335","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","SUPER_ADMIN","Forbidden navigation","Forbidden navigation","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0337","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","SUPER_ADMIN","Forbidden API","Forbidden API","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0338","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","SUPER_ADMIN","Profile","Profile","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0340","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","SUPER_ADMIN","Logout","Logout","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0341","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","SUPER_ADMIN","Post-logout protection","Post-logout protection","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0348","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","OPERATIONS_ADMIN","Profile","Profile","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0358","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","PLUMBER_MANAGER","Profile","Profile","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0368","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","FINANCE_ADMIN","Profile","Profile","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0378","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","SUPPORT_ADMIN","Profile","Profile","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0388","reports/full-e2e-qa/coverage-cases.csv","Admin","ADMIN FAMILY","MARKETING_ADMIN","Profile","Profile","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated session; deployed role behavior not inferred from enum/seed files","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0443","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Runtime product IDs","Runtime product IDs","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Bounded GET response inspected; search whitespace behavior documented, not assumed","2026-09-13T16-07-04-118Z/checks.json"
"QA-0455","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public API","Public configuration","Public configuration","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Bounded GET response inspected; search whitespace behavior documented, not assumed","2026-09-13T16-07-04-118Z/checks.json"
"QA-0463","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public/auth API","Missing credentials","Missing credentials","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Expected public response or bounded invalid-request rejection","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0464","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public/auth API","Malformed bearer","Malformed bearer","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Expected public response or bounded invalid-request rejection","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0473","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Public/auth API","Empty login","Empty login","PASS","NOT TESTED","PASS -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","Expected public response or bounded invalid-request rejection","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0479","reports/full-e2e-qa/coverage-cases.csv","Backend/API","cross-role","Authenticated contracts","Role permissions","Role permissions","BLOCKED","NOT TESTED","BLOCKED -> NOT TESTED","LOCAL; Development-2 096fe3c86e71c56302dc63a2004d87b5debb11cc","","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.","This specific assertion was not independently executed; module loading does not certify all mutations or edge cases.","","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
