id,application,module,feature,role,status,reason,evidence
"QA-0337","Admin","SUPER_ADMIN","Forbidden API","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0338","Admin","SUPER_ADMIN","Profile","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0339","Admin","SUPER_ADMIN","Session restore","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0340","Admin","SUPER_ADMIN","Logout","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0341","Admin","SUPER_ADMIN","Post-logout protection","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0342","Admin","OPERATIONS_ADMIN","Login","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0343","Admin","OPERATIONS_ADMIN","Landing page","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0344","Admin","OPERATIONS_ADMIN","Allowed navigation","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0345","Admin","OPERATIONS_ADMIN","Forbidden navigation","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0346","Admin","OPERATIONS_ADMIN","Allowed API","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0347","Admin","OPERATIONS_ADMIN","Forbidden API","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0348","Admin","OPERATIONS_ADMIN","Profile","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0349","Admin","OPERATIONS_ADMIN","Session restore","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0350","Admin","OPERATIONS_ADMIN","Logout","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0351","Admin","OPERATIONS_ADMIN","Post-logout protection","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0352","Admin","PLUMBER_MANAGER","Login","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0353","Admin","PLUMBER_MANAGER","Landing page","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0354","Admin","PLUMBER_MANAGER","Allowed navigation","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0355","Admin","PLUMBER_MANAGER","Forbidden navigation","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0356","Admin","PLUMBER_MANAGER","Allowed API","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0357","Admin","PLUMBER_MANAGER","Forbidden API","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0358","Admin","PLUMBER_MANAGER","Profile","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0359","Admin","PLUMBER_MANAGER","Session restore","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0360","Admin","PLUMBER_MANAGER","Logout","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0361","Admin","PLUMBER_MANAGER","Post-logout protection","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0362","Admin","FINANCE_ADMIN","Login","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0363","Admin","FINANCE_ADMIN","Landing page","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0364","Admin","FINANCE_ADMIN","Allowed navigation","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0365","Admin","FINANCE_ADMIN","Forbidden navigation","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0366","Admin","FINANCE_ADMIN","Allowed API","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0367","Admin","FINANCE_ADMIN","Forbidden API","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0368","Admin","FINANCE_ADMIN","Profile","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0369","Admin","FINANCE_ADMIN","Session restore","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0370","Admin","FINANCE_ADMIN","Logout","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0371","Admin","FINANCE_ADMIN","Post-logout protection","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0372","Admin","SUPPORT_ADMIN","Login","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0373","Admin","SUPPORT_ADMIN","Landing page","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0374","Admin","SUPPORT_ADMIN","Allowed navigation","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0375","Admin","SUPPORT_ADMIN","Forbidden navigation","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0376","Admin","SUPPORT_ADMIN","Allowed API","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0377","Admin","SUPPORT_ADMIN","Forbidden API","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0378","Admin","SUPPORT_ADMIN","Profile","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0379","Admin","SUPPORT_ADMIN","Session restore","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0380","Admin","SUPPORT_ADMIN","Logout","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0381","Admin","SUPPORT_ADMIN","Post-logout protection","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0382","Admin","MARKETING_ADMIN","Login","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0383","Admin","MARKETING_ADMIN","Landing page","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0384","Admin","MARKETING_ADMIN","Allowed navigation","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0385","Admin","MARKETING_ADMIN","Forbidden navigation","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0386","Admin","MARKETING_ADMIN","Allowed API","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0387","Admin","MARKETING_ADMIN","Forbidden API","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0388","Admin","MARKETING_ADMIN","Profile","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0389","Admin","MARKETING_ADMIN","Session restore","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0390","Admin","MARKETING_ADMIN","Logout","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0391","Admin","MARKETING_ADMIN","Post-logout protection","ADMIN FAMILY","BLOCKED","No authenticated session; deployed role behavior not inferred from enum/seed files",""
"QA-0392","Integration","Full service lifecycle","Customer request","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0393","Integration","Full service lifecycle","Plumber assignment","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0394","Integration","Full service lifecycle","Accept","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0395","Integration","Full service lifecycle","Arrival","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0396","Integration","Full service lifecycle","Diagnosis","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0397","Integration","Full service lifecycle","Material request","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0398","Integration","Full service lifecycle","Store approval","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0399","Integration","Full service lifecycle","Preparation","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0400","Integration","Full service lifecycle","Ready for pickup","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0401","Integration","Full service lifecycle","Plumber records collection","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0402","Integration","Full service lifecycle","Store confirms collection","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0403","Integration","Full service lifecycle","Resume work","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0404","Integration","Full service lifecycle","Complete job","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0405","Integration","Full service lifecycle","Customer completion","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0406","Integration","Full service lifecycle","Customer confirmation","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0407","Integration","Full service lifecycle","Rating","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0408","Integration","Full service lifecycle","Cross-app persisted result","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0409","Integration","Full service lifecycle","Transition actor/endpoint/old/new state evidence","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0410","Integration","Persistence","Inventory refresh/relogin","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0411","Integration","Persistence","Order refresh/relogin","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0412","Integration","Persistence","Material status across apps","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0413","Integration","Persistence","Profile refresh/relogin","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0414","Integration","Persistence","Address refresh/relogin","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0415","Integration","Persistence","Rating refresh/relogin","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0416","Integration","Duplicates/business rules","Double service submit","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0417","Integration","Duplicates/business rules","Duplicate accept","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0418","Integration","Duplicates/business rules","Duplicate complete","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0419","Integration","Duplicates/business rules","Duplicate material request","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0420","Integration","Duplicates/business rules","Duplicate stock update","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0421","Integration","Duplicates/business rules","Stock never negative","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0422","Integration","Duplicates/business rules","Reserved stock bounds","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0423","Integration","Duplicates/business rules","Illegal completion rejection","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0424","Integration","Duplicates/business rules","Wrong collection order rejection","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0425","Integration","Duplicates/business rules","No courier dependency","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0426","Backend/API","Health","/version","cross-role","PASS","200 and health/version body verified; earlier cold-start timeouts retained","2026-09-13T15-49-28-895Z/baseline.json"
"QA-0427","Backend/API","Health","/health/live","cross-role","PASS","200 and health/version body verified; earlier cold-start timeouts retained","2026-09-13T15-49-28-895Z/baseline.json"
"QA-0428","Backend/API","Health","/health/ready","cross-role","PASS","200 and health/version body verified; earlier cold-start timeouts retained","2026-09-13T15-49-28-895Z/baseline.json"
"QA-0429","Security","Anonymous authorization","/api/v1/admin/metrics","cross-role","PASS","401 verifies anonymous rejection only, not authenticated RBAC","2026-09-13T16-07-04-118Z/checks.json"
"QA-0430","Security","Anonymous authorization","/api/v1/admin/rbac/roles","cross-role","PASS","401 verifies anonymous rejection only, not authenticated RBAC","2026-09-13T16-07-04-118Z/checks.json"
"QA-0431","Security","Anonymous authorization","/api/v1/admin/finance/dashboard","cross-role","PASS","401 verifies anonymous rejection only, not authenticated RBAC","2026-09-13T16-07-04-118Z/checks.json"
"QA-0432","Security","Anonymous authorization","/api/v1/admin/operations/dashboard","cross-role","PASS","401 verifies anonymous rejection only, not authenticated RBAC","2026-09-13T16-07-04-118Z/checks.json"
"QA-0433","Security","Anonymous authorization","/api/v1/admin/plumber-manager/dashboard","cross-role","PASS","401 verifies anonymous rejection only, not authenticated RBAC","2026-09-13T16-07-04-118Z/checks.json"
"QA-0434","Security","Anonymous authorization","/api/v1/admin/marketing/dashboard","cross-role","PASS","401 verifies anonymous rejection only, not authenticated RBAC","2026-09-13T16-07-04-118Z/checks.json"
"QA-0435","Security","Anonymous authorization","/api/v1/plumber/dashboard","cross-role","PASS","401 verifies anonymous rejection only, not authenticated RBAC","2026-09-13T16-07-04-118Z/checks.json"
"QA-0436","Security","Anonymous authorization","/api/v1/plumber/earnings","cross-role","PASS","401 verifies anonymous rejection only, not authenticated RBAC","2026-09-13T16-07-04-118Z/checks.json"
"QA-0437","Security","Anonymous authorization","/api/v1/plumber/profile","cross-role","PASS","401 verifies anonymous rejection only, not authenticated RBAC","2026-09-13T16-07-04-118Z/checks.json"
"QA-0438","Security","Anonymous authorization","/api/v1/plumber/material-requests","cross-role","PASS","401 verifies anonymous rejection only, not authenticated RBAC","2026-09-13T16-07-04-118Z/checks.json"
"QA-0439","Security","Anonymous authorization","/api/v1/store/material-requests","cross-role","PASS","401 verifies anonymous rejection only, not authenticated RBAC","2026-09-13T16-07-04-118Z/checks.json"
"QA-0440","Security","Anonymous authorization","/api/v1/checkout/orders","cross-role","PASS","401 verifies anonymous rejection only, not authenticated RBAC","2026-09-13T16-07-04-118Z/checks.json"
"QA-0441","Security","Anonymous authorization","/api/v1/checkout/material-requests/customer","cross-role","PASS","401 verifies anonymous rejection only, not authenticated RBAC","2026-09-13T16-07-04-118Z/checks.json"
"QA-0442","Security","Anonymous authorization","/api/v1/notifications","cross-role","PASS","401 verifies anonymous rejection only, not authenticated RBAC","2026-09-13T16-07-04-118Z/checks.json"
"QA-0443","Backend/API","Public API","Runtime product IDs","cross-role","PASS","Bounded GET response inspected; search whitespace behavior documented, not assumed","2026-09-13T16-07-04-118Z/checks.json"
"QA-0444","Backend/API","Catalog","Product detail matches list 1","cross-role","PASS","Live detail compared with same-run product list","2026-09-13T16-07-04-118Z/checks.json"
"QA-0445","Backend/API","Catalog","Product detail matches list 2","cross-role","PASS","Live detail compared with same-run product list","2026-09-13T16-07-04-118Z/checks.json"
"QA-0446","Backend/API","Catalog","Product detail matches list 3","cross-role","PASS","Live detail compared with same-run product list","2026-09-13T16-07-04-118Z/checks.json"
"QA-0447","Backend/API","Catalog","Product detail matches list 4","cross-role","PASS","Live detail compared with same-run product list","2026-09-13T16-07-04-118Z/checks.json"
"QA-0448","Backend/API","Public API","Search """"","cross-role","PASS","Bounded GET response inspected; search whitespace behavior documented, not assumed","2026-09-13T16-07-04-118Z/checks.json"
"QA-0449","Backend/API","Public API","Search ""pipe""","cross-role","PASS","Bounded GET response inspected; search whitespace behavior documented, not assumed","2026-09-13T16-07-04-118Z/checks.json"
"QA-0450","Backend/API","Public API","Search ""PIPE""","cross-role","PASS","Bounded GET response inspected; search whitespace behavior documented, not assumed","2026-09-13T16-07-04-118Z/checks.json"
"QA-0451","Backend/API","Public API","Search ""pIpE""","cross-role","PASS","Bounded GET response inspected; search whitespace behavior documented, not assumed","2026-09-13T16-07-04-118Z/checks.json"
"QA-0452","Backend/API","Public API","Search ""Pipe Wrench""","cross-role","PASS","Bounded GET response inspected; search whitespace behavior documented, not assumed","2026-09-13T16-07-04-118Z/checks.json"
"QA-0453","Backend/API","Public API","Search ""NoMatchingQaProduct""","cross-role","PASS","Bounded GET response inspected; search whitespace behavior documented, not assumed","2026-09-13T16-07-04-118Z/checks.json"
"QA-0454","Backend/API","Public API","Search "" Pipe ""","cross-role","PASS","Bounded GET response inspected; search whitespace behavior documented, not assumed","2026-09-13T16-07-04-118Z/checks.json"
"QA-0455","Backend/API","Public API","Public configuration","cross-role","PASS","Bounded GET response inspected; search whitespace behavior documented, not assumed","2026-09-13T16-07-04-118Z/checks.json"
"QA-0456","Backend/API","Public API","Warm version repeat","cross-role","PASS","Bounded GET response inspected; search whitespace behavior documented, not assumed","2026-09-13T16-07-04-118Z/checks.json"
"QA-0457","Backend/API","Public API","Warm readiness repeat","cross-role","PASS","Bounded GET response inspected; search whitespace behavior documented, not assumed","2026-09-13T16-07-04-118Z/checks.json"
"QA-0458","Security","CORS","CORS https://fixkart-customer-web.vercel.app","cross-role","FAIL","Invalid CORS request","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0459","Security","CORS","CORS https://fixkart-plumber-web.vercel.app","cross-role","FAIL","Invalid CORS request","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0460","Security","CORS","CORS https://fixkart-store-web.vercel.app","cross-role","FAIL","Invalid CORS request","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0461","Security","CORS","CORS https://admin-portal-ten-weld.vercel.app","cross-role","FAIL","Invalid CORS request","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0462","Security","CORS","CORS https://qa-untrusted.invalid","cross-role","PASS","Invalid CORS request","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0463","Backend/API","Public/auth API","Missing credentials","cross-role","PASS","Expected public response or bounded invalid-request rejection","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0464","Backend/API","Public/auth API","Malformed bearer","cross-role","PASS","Expected public response or bounded invalid-request rejection","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0465","Backend/API","Public/auth API","Public categories","cross-role","PASS","Expected public response or bounded invalid-request rejection","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0466","Backend/API","Public/auth API","Public products","cross-role","PASS","Expected public response or bounded invalid-request rejection","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0467","Security","Safe input probes","Search validation ' OR '1'='1","cross-role","PASS","JSON empty results without SQL errors; no claim of browser/stored-XSS safety","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0468","Security","Safe input probes","Search validation <script>alert(1)</script>","cross-role","PASS","JSON empty results without SQL errors; no claim of browser/stored-XSS safety","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0469","Security","Safe input probes","Search validation ${7*7}","cross-role","PASS","JSON empty results without SQL errors; no claim of browser/stored-XSS safety","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0470","Security","Safe input probes","Search validation ../","cross-role","PASS","JSON empty results without SQL errors; no claim of browser/stored-XSS safety","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0471","Security","Safe input probes","Search validation 工具🔧","cross-role","PASS","JSON empty results without SQL errors; no claim of browser/stored-XSS safety","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0472","Security","Safe input probes","Search validation xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx","cross-role","PASS","JSON empty results without SQL errors; no claim of browser/stored-XSS safety","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0473","Backend/API","Public/auth API","Empty login","cross-role","PASS","Expected public response or bounded invalid-request rejection","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0474","Backend/API","QA authentication","customer configured QA login","cross-role","BLOCKED","DATA-AUTH-001: old repository QA credential returns 401; no additional password guesses","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0475","Backend/API","QA authentication","plumber configured QA login","cross-role","BLOCKED","DATA-AUTH-001: old repository QA credential returns 401; no additional password guesses","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0476","Backend/API","QA authentication","store configured QA login","cross-role","BLOCKED","DATA-AUTH-001: old repository QA credential returns 401; no additional password guesses","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0477","Backend/API","QA authentication","admin configured QA login","cross-role","BLOCKED","DATA-AUTH-001: old repository QA credential returns 401; no additional password guesses","2026-09-13T15-57-52-705Z/api-results.json"
"QA-0478","Backend/API","Authenticated contracts","Authenticated identity","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0479","Backend/API","Authenticated contracts","Role permissions","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0480","Backend/API","Authenticated contracts","Order mutation validation","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0481","Backend/API","Authenticated contracts","Material mutation validation","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0482","Backend/API","Authenticated contracts","Inventory mutation validation","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0483","Backend/API","Authenticated contracts","Profile mutation validation","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0484","Backend/API","Authenticated contracts","Address mutation validation","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0485","Backend/API","Authenticated contracts","Rating validation","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0486","Backend/API","Authenticated contracts","Upload contract runtime","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0487","Backend/API","Authenticated contracts","Paginated business data","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0488","Backend/API","Authenticated contracts","Actual supported state transitions","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0489","Security","Authenticated authorization","Customer A to B","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0490","Security","Authenticated authorization","Plumber A to B","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0491","Security","Authenticated authorization","Customer to plumber APIs","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0492","Security","Authenticated authorization","Customer to store APIs","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0493","Security","Authenticated authorization","Plumber stock update","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0494","Security","Authenticated authorization","Customer stock update","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0495","Security","Authenticated authorization","Store to admin APIs","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0496","Security","Authenticated authorization","Store A to store B","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0497","Security","Authenticated authorization","Finance least privilege","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0498","Security","Authenticated authorization","Support least privilege","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0499","Security","Authenticated authorization","Plumber manager least privilege","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0500","Security","Authenticated authorization","Operations least privilege","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0501","Security","Authenticated authorization","Marketing least privilege","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0502","Security","Authenticated authorization","Client role tamper rejection","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0503","Security","Session","Actual JWT storage","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0504","Security","Session","Refresh handling","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0505","Security","Session","Logout invalidation","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0506","Security","Session","Old refresh reuse","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0507","Security","Session","Refresh rotation","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0508","Security","Session","Session persistence","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0509","Security","Session","Real expired token","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0510","Security","Session","Real invalid signature","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
"QA-0511","Security","Session","Token in URL","cross-role","BLOCKED","No authenticated browser session: incorrect backend/CORS and unusable repository QA credential; do not bypass.",""
